application_id,candidate_id,job_id,applied_date
1030,1634,75,2026-03-24
1031,105,45,2026-04-10
1032,1123,4,2026-06-08
1033,511,107,2026-08-06
1034,385,51,2026-05-22
1035,405,50,2026-08-12
1036,823,6,2026-05-19
1037,518,59,2026-08-25
1038,476,125,2026-08-10
1039,709,143,2026-08-04
1040,1887,30,2026-07-13
1041,1669,122,2026-03-30
1042,1894,125,2026-03-03
1043,771,37,2026-03-28
1044,1461,124,2026-04-06
1045,1047,101,2026-05-09
1046,997,35,2026-07-16
1047,1589,87,2026-06-24
1048,677,134,2026-03-12
1049,714,18,2026-07-21
1050,1482,113,2026-02-28
1051,83,29,2026-07-28
1052,1169,77,2026-07-01
1053,1109,59,2026-05-23
1054,1102,126,2026-03-14
1055,457,145,2026-08-25
1056,1902,109,2026-05-06
1057,1,22,2026-03-17
1058,51,68,2026-08-18
1059,685,69,2026-07-11
1060,717,49,2026-07-02
1061,1796,141,2026-08-05
1062,1470,109,2026-07-07
1063,449,86,2026-05-13
1064,881,53,2026-05-18
1065,488,123,2026-08-23
1066,1824,87,2026-05-31
1067,34,131,2026-03-14
1068,1372,42,2026-03-28
1069,95,98,2026-03-22
1070,1096,109,2026-06-13
1071,1575,51,2026-08-14
1072,154,85,2026-08-01
1073,250,127,2026-06-29
1074,674,21,2026-07-06
1075,438,44,2026-04-19
1076,118,139,2026-07-11
1077,771,103,2026-04-03
1078,1915,68,2026-03-31
1079,1330,129,2026-03-09
1080,268,92,2026-05-07
1081,1985,24,2026-08-14
1082,1078,125,2026-06-09
1083,236,141,2026-04-19
1084,389,111,2026-07-01
1085,990,98,2026-03-28
1086,1758,139,2026-07-03
1087,763,17,2026-08-09
1088,1849,99,2026-07-21
1089,401,82,2026-05-05
1090,624,104,2026-05-02
1091,767,19,2026-07-14
1092,1327,85,2026-08-01
1093,919,8,2026-05-11
1094,1231,28,2026-06-03
1095,1253,5,2026-05-24
1096,853,145,2026-05-23
1097,1934,101,2026-03-09
1098,578,118,2026-03-15
1099,75,147,2026-08-26
1100,435,64,2026-04-18
1101,103,91,2026-08-14
1102,1446,117,2026-08-03
1103,1728,98,2026-05-20
1104,764,11,2026-04-18
1105,738,54,2026-06-07
1106,806,47,2026-05-18
1107,1330,140,2026-04-07
1108,98,149,2026-05-27
1109,1874,139,2026-05-20
1110,798,5,2026-03-30
1111,1359,20,2026-06-19
1112,859,46,2026-06-17
1113,435,12,2026-05-05
1114,447,70,2026-07-28
1115,1332,17,2026-06-08
1116,249,115,2026-07-25
1117,166,147,2026-06-05
1118,1505,48,2026-05-18
1119,984,108,2026-07-12
1120,1359,52,2026-04-21
1121,1020,96,2026-08-01
1122,542,70,2026-03-14
1123,759,102,2026-03-26
1124,1130,75,2026-04-28
1125,1587,143,2026-03-18
1126,81,82,2026-03-25
1127,133,92,2026-05-21
1128,797,4,2026-03-14
1129,900,135,2026-05-21
1130,138,109,2026-04-17
1131,184,48,2026-03-30
1132,1425,73,2026-04-17
1133,1354,72,2026-08-16
1134,785,116,2026-07-13
1135,1532,81,2026-07-30
1136,1876,81,2026-06-12
1137,984,113,2026-04-24
1138,69,96,2026-04-25
1139,546,72,2026-03-30
1140,1798,147,2026-03-25
1141,53,63,2026-03-12
1142,1474,38,2026-06-21
1143,205,67,2026-07-25
1144,126,69,2026-08-22
1145,1771,13,2026-06-01
1146,43,31,2026-05-20
1147,1776,114,2026-05-27
1148,1995,22,2026-07-12
1149,1907,93,2026-05-19
1150,111,67,2026-04-30
1151,761,54,2026-05-08
1152,1687,138,2026-03-01
1153,1207,42,2026-03-21
1154,848,64,2026-04-23
1155,95,126,2026-06-13
1156,1995,21,2026-04-04
1157,1398,35,2026-07-11
1158,1936,30,2026-04-11
1159,1544,57,2026-03-10
1160,900,47,2026-07-28
1161,360,19,2026-04-14
1162,900,114,2026-04-30
1163,1720,8,2026-03-05
1164,281,26,2026-03-06
1165,1219,113,2026-03-04
1166,1888,71,2026-06-02
1167,1219,30,2026-07-18
1168,667,135,2026-08-03
1169,93,67,2026-06-25
1170,672,65,2026-04-27
1171,1970,36,2026-04-27
1172,61,25,2026-05-06
1173,634,37,2026-03-05
1174,1075,1,2026-07-27
1175,1427,143,2026-05-06
1176,1813,37,2026-04-10
1177,1029,141,2026-06-28
1178,1490,136,2026-06-04
1179,604,133,2026-07-26
1180,682,128,2026-04-01
1181,1853,127,2026-04-26
1182,534,1,2026-07-10
1183,1429,35,2026-05-29
1184,838,104,2026-03-10
1185,1537,23,2026-03-02
1186,645,9,2026-03-05
1187,233,34,2026-04-29
1188,524,128,2026-08-09
1189,346,4,2026-03-20
1190,1070,102,2026-06-13
1191,546,75,2026-07-04
1192,1969,99,2026-06-19
1193,1102,72,2026-06-14
1194,1754,3,2026-07-28
1195,1837,142,2026-03-11
1196,1947,34,2026-06-25
1197,1097,45,2026-04-21
1198,794,61,2026-08-23
1199,249,83,2026-04-26
1200,47,123,2026-07-28
1201,1145,102,2026-05-18
1202,214,16,2026-07-25
1203,239,66,2026-05-07
1204,1080,145,2026-04-08
1205,350,119,2026-07-15
1206,107,124,2026-07-22
1207,831,144,2026-07-04
1208,48,102,2026-04-21
1209,1597,66,2026-06-28
1210,337,13,2026-06-09
1211,1050,111,2026-07-13
1212,804,34,2026-08-25
1213,1281,39,2026-06-11
1214,8,136,2026-03-22
1215,625,120,2026-04-02
1216,1891,126,2026-07-03
1217,1277,55,2026-03-26
1218,1716,27,2026-08-14
1219,719,118,2026-07-14
1220,303,53,2026-03-19
1221,639,39,2026-07-02
1222,56,65,2026-03-31
1223,726,145,2026-06-11
1224,526,13,2026-07-01
1225,474,21,2026-04-30
1226,28,147,2026-08-06
1227,78,53,2026-03-09
1228,1240,19,2026-06-09
1229,1410,57,2026-08-22
1230,365,25,2026-08-25
1231,666,31,2026-05-10
1232,526,81,2026-08-07
1233,699,23,2026-08-15
1234,1336,32,2026-05-28
1235,883,74,2026-08-09
1236,1031,10,2026-07-29
1237,1027,54,2026-05-20
1238,1647,52,2026-04-24
1239,919,148,2026-04-13
1240,750,114,2026-03-17
1241,363,14,2026-04-07
1242,1775,110,2026-06-29
1243,1532,53,2026-07-08
1244,1298,79,2026-05-07
1245,1530,22,2026-05-27
1246,806,30,2026-08-10
1247,739,4,2026-06-18
1248,1907,59,2026-03-28
1249,1039,8,2026-08-25
1250,1216,12,2026-08-01
1251,1655,119,2026-06-15
1252,485,34,2026-07-20
1253,28,82,2026-03-14
1254,714,98,2026-07-31
1255,1063,127,2026-06-27
1256,1977,75,2026-05-26
1257,1297,105,2026-05-03
1258,1255,49,2026-08-21
1259,86,79,2026-06-25
1260,1498,93,2026-04-10
1261,126,18,2026-07-17
1262,812,96,2026-06-21
1263,537,38,2026-05-01
1264,145,87,2026-08-11
1265,1549,88,2026-05-30
1266,1236,50,2026-04-25
1267,25,8,2026-04-12
1268,1604,134,2026-04-14
1269,1418,69,2026-07-23
1270,67,121,2026-08-03
1271,233,64,2026-04-06
1272,109,139,2026-07-27
1273,1170,121,2026-06-07
1274,111,65,2026-05-31
1275,228,107,2026-05-04
1276,111,147,2026-03-06
1277,1494,137,2026-03-12
1278,34,100,2026-08-14
1279,623,82,2026-05-19
1280,1800,143,2026-05-30
1281,1960,51,2026-04-06
1282,1393,141,2026-05-17
1283,748,83,2026-04-27
1284,595,112,2026-06-12
1285,1578,56,2026-03-03
1286,425,145,2026-06-13
1287,613,60,2026-03-10
1288,1542,120,2026-03-27
1289,692,138,2026-06-02
1290,1306,23,2026-05-24
1291,1344,149,2026-05-07
1292,1762,13,2026-07-30
1293,1467,101,2026-06-11
1294,1976,24,2026-06-24
1295,315,108,2026-07-13
1296,877,11,2026-06-09
1297,1990,17,2026-03-10
1298,1765,25,2026-04-28
1299,1401,94,2026-08-04
1300,1313,21,2026-07-29
1301,1461,84,2026-07-07
1302,662,140,2026-04-14
1303,277,37,2026-05-06
1304,1734,42,2026-05-20
1305,1606,145,2026-05-11
1306,1527,101,2026-08-26
1307,624,48,2026-02-27
1308,516,103,2026-06-22
1309,1374,28,2026-04-11
1310,843,41,2026-08-20
1311,1470,99,2026-03-12
1312,1854,47,2026-06-20
1313,350,146,2026-04-09
1314,1631,105,2026-07-04
1315,1688,124,2026-06-25
1316,823,13,2026-06-25
1317,1161,141,2026-05-13
1318,759,100,2026-05-05
1319,899,31,2026-03-02
1320,243,130,2026-06-20
1321,543,16,2026-03-23
1322,1064,137,2026-04-27
1323,229,73,2026-06-29
1324,548,54,2026-07-23
1325,920,100,2026-07-09
1326,1247,109,2026-08-05
1327,6,87,2026-06-16
1328,1346,137,2026-05-11
1329,468,8,2026-03-15
1330,1756,7,2026-02-27
1331,75,36,2026-03-21
1332,4,18,2026-07-22
1333,1871,3,2026-08-15
1334,646,28,2026-06-09
1335,118,70,2026-08-09
1336,881,149,2026-07-11
1337,1630,28,2026-03-30
1338,504,54,2026-05-16
1339,947,65,2026-03-05
1340,574,100,2026-08-26
1341,1465,21,2026-06-25
1342,194,13,2026-05-23
1343,847,57,2026-08-20
1344,715,49,2026-07-19
1345,1416,118,2026-05-23
1346,1050,54,2026-05-31
1347,1459,138,2026-08-12
1348,173,53,2026-05-22
1349,1324,44,2026-08-18
1350,1669,47,2026-06-25
1351,326,53,2026-04-27
1352,1434,74,2026-04-20
1353,1142,46,2026-04-17
1354,836,13,2026-08-05
1355,1811,102,2026-08-16
1356,724,24,2026-04-19
1357,225,2,2026-03-07
1358,532,81,2026-07-29
1359,113,100,2026-05-13
1360,140,142,2026-03-06
1361,559,138,2026-06-24
1362,1,131,2026-05-25
1363,90,111,2026-08-13
1364,654,102,2026-06-24
1365,320,17,2026-04-05
1366,1574,12,2026-05-17
1367,1829,116,2026-03-26
1368,1918,24,2026-07-19
1369,139,29,2026-07-02
1370,1535,122,2026-07-31
1371,1892,90,2026-03-24
1372,845,65,2026-04-11
1373,259,84,2026-04-06
1374,1697,119,2026-03-15
1375,902,16,2026-03-05
1376,690,104,2026-03-17
1377,10,92,2026-08-10
1378,261,27,2026-05-05
1379,1943,134,2026-05-17
1380,1674,135,2026-07-03
1381,172,33,2026-06-29
1382,898,55,2026-07-17
1383,13,7,2026-03-27
1384,1192,57,2026-05-27
1385,1666,126,2026-04-18
1386,1620,12,2026-08-05
1387,321,16,2026-03-15
1388,1343,43,2026-04-07
1389,1637,117,2026-07-28
1390,329,135,2026-07-11
1391,785,111,2026-04-26
1392,777,51,2026-05-27
1393,1995,75,2026-05-17
1394,911,8,2026-07-13
1395,1944,45,2026-06-23
1396,1574,59,2026-07-09
1397,1443,132,2026-08-23
1398,1630,104,2026-03-29
1399,1119,98,2026-03-21
1400,1841,79,2026-05-12
1401,1605,124,2026-04-20
1402,318,4,2026-03-27
1403,1980,90,2026-08-24
1404,236,104,2026-08-21
1405,1970,137,2026-04-05
1406,334,119,2026-05-23
1407,1909,133,2026-03-20
1408,376,56,2026-04-30
1409,1483,96,2026-08-23
1410,1161,75,2026-06-16
1411,1954,143,2026-07-07
1412,588,32,2026-02-27
1413,1571,28,2026-07-14
1414,513,22,2026-08-08
1415,1320,17,2026-04-27
1416,1344,59,2026-08-16
1417,918,90,2026-07-17
1418,1596,106,2026-03-25
1419,1856,26,2026-03-23
1420,1373,25,2026-06-05
1421,1864,138,2026-03-02
1422,1803,45,2026-03-28
1423,873,83,2026-07-12
1424,1253,11,2026-05-03
1425,270,104,2026-05-31
1426,1852,68,2026-04-25
1427,798,95,2026-08-05
1428,1315,65,2026-08-22
1429,725,49,2026-08-13
1430,1189,52,2026-03-09
1431,5,102,2026-05-06
1432,851,57,2026-07-21
1433,1403,47,2026-07-31
1434,78,26,2026-05-13
1435,1434,114,2026-07-27
1436,574,5,2026-06-01
1437,132,84,2026-06-14
1438,601,52,2026-08-08
1439,1773,105,2026-08-09
1440,1066,54,2026-03-27
1441,89,15,2026-04-06
1442,402,61,2026-07-08
1443,296,122,2026-08-01
1444,1864,21,2026-05-12
1445,1319,46,2026-05-23
1446,616,134,2026-04-15
1447,1550,38,2026-05-25
1448,800,62,2026-03-13
1449,1715,86,2026-07-04
1450,1661,78,2026-03-06
1451,422,46,2026-03-22
1452,1889,141,2026-08-06
1453,1047,3,2026-03-23
1454,575,6,2026-05-20
1455,143,93,2026-04-11
1456,993,8,2026-07-23
1457,665,108,2026-07-30
1458,145,75,2026-03-05
1459,1249,77,2026-03-12
1460,1007,50,2026-06-16
1461,503,11,2026-06-02
1462,1986,95,2026-06-04
1463,1998,70,2026-07-03
1464,821,16,2026-05-15
1465,1640,68,2026-08-25
1466,104,99,2026-06-10
1467,1971,48,2026-04-20
1468,1063,64,2026-07-07
1469,1971,90,2026-03-20
1470,198,76,2026-04-18
1471,1670,139,2026-07-02
1472,579,101,2026-04-24
1473,391,89,2026-03-03
1474,1203,18,2026-07-22
1475,1992,19,2026-06-29
1476,554,55,2026-07-02
1477,1472,102,2026-07-07
1478,1524,118,2026-02-28
1479,1039,134,2026-04-22
1480,1647,4,2026-04-17
1481,1693,108,2026-04-24
1482,1313,115,2026-04-01
1483,478,29,2026-05-01
1484,1255,59,2026-06-13
1485,923,125,2026-07-13
1486,420,98,2026-08-14
1487,157,17,2026-08-13
1488,550,107,2026-06-14
1489,1465,43,2026-07-25
1490,1121,80,2026-07-25
1491,1021,8,2026-03-12
1492,997,141,2026-06-12
1493,1435,106,2026-05-14
1494,951,8,2026-03-03
1495,289,96,2026-04-17
1496,1278,94,2026-08-16
1497,196,65,2026-07-09
1498,598,39,2026-08-09
1499,1858,81,2026-06-03
1500,1546,84,2026-06-24
1501,517,88,2026-05-20
1502,1659,86,2026-04-23
1503,1866,93,2026-08-05
1504,865,86,2026-07-17
1505,1142,44,2026-08-10
1506,806,137,2026-05-18
1507,1933,74,2026-03-06
1508,1183,36,2026-06-21
1509,815,101,2026-06-14
1510,228,104,2026-04-01
1511,1901,66,2026-06-27
1512,216,55,2026-05-23
1513,948,91,2026-08-25
1514,1720,22,2026-06-08
1515,15,101,2026-04-17
1516,1181,121,2026-08-20
1517,1672,93,2026-06-06
1518,1285,108,2026-05-18
1519,1181,141,2026-07-20
1520,47,10,2026-07-18
1521,324,9,2026-06-06
1522,844,34,2026-08-22
1523,1709,129,2026-04-22
1524,130,89,2026-04-09
1525,1435,93,2026-06-05
1526,95,71,2026-07-12
1527,627,67,2026-05-14
1528,755,148,2026-08-02
1529,1956,117,2026-07-31
1530,1316,94,2026-03-08
1531,794,99,2026-05-24
1532,1835,113,2026-03-19
1533,1307,103,2026-05-14
1534,69,91,2026-05-23
1535,1684,90,2026-04-26
1536,11,17,2026-04-29
1537,1278,18,2026-07-26
1538,1866,116,2026-06-01
1539,872,93,2026-02-27
1540,550,91,2026-06-20
1541,1158,82,2026-02-28
1542,712,68,2026-03-29
1543,23,114,2026-08-02
1544,815,1,2026-08-17
1545,346,58,2026-04-30
1546,302,109,2026-04-06
1547,363,148,2026-07-18
1548,396,116,2026-03-03
1549,218,87,2026-08-02
1550,141,10,2026-08-09
1551,1640,59,2026-07-15
1552,958,41,2026-07-03
1553,1234,105,2026-06-24
1554,985,133,2026-03-21
1555,993,122,2026-04-26
1556,1647,145,2026-08-05
1557,1640,22,2026-08-24
1558,828,98,2026-06-06
1559,683,68,2026-06-29
1560,1484,139,2026-03-03
1561,1004,56,2026-08-11
1562,356,149,2026-04-08
1563,1008,99,2026-04-13
1564,1348,76,2026-05-07
1565,1157,26,2026-04-16
1566,888,115,2026-06-17
1567,1829,147,2026-08-19
1568,1864,109,2026-06-12
1569,127,47,2026-08-09
1570,1130,71,2026-08-12
1571,1009,40,2026-05-18
1572,604,133,2026-03-19
1573,1823,149,2026-06-06
1574,1402,132,2026-05-02
1575,1929,23,2026-07-08
1576,1014,106,2026-03-24
1577,51,84,2026-03-30
1578,1053,143,2026-03-22
1579,1486,116,2026-03-23
1580,1320,109,2026-08-16
1581,1321,136,2026-02-27
1582,1750,41,2026-05-31
1583,779,112,2026-04-05
1584,1431,147,2026-04-24
1585,1793,112,2026-05-07
1586,814,103,2026-07-19
1587,1637,46,2026-08-08
1588,1429,68,2026-05-13
1589,1370,122,2026-06-07
1590,1646,15,2026-06-03
1591,420,129,2026-07-17
1592,1206,111,2026-05-14
1593,983,24,2026-08-08
1594,825,27,2026-03-17
1595,1025,40,2026-07-12
1596,1855,24,2026-08-18
1597,1974,24,2026-04-14
1598,567,4,2026-07-10
1599,371,67,2026-07-18
1600,936,34,2026-03-14
1601,1935,116,2026-07-02
1602,661,23,2026-08-16
1603,1455,109,2026-06-13
1604,969,69,2026-05-16
1605,1333,95,2026-04-27
1606,1161,62,2026-03-31
1607,202,57,2026-06-27
1608,1460,54,2026-03-04
1609,313,70,2026-03-12
1610,117,101,2026-04-29
1611,1690,57,2026-03-04
1612,937,138,2026-05-03
1613,1827,135,2026-04-13
1614,575,103,2026-06-28
1615,244,85,2026-07-15
1616,537,61,2026-08-16
1617,1626,3,2026-04-25
1618,75,128,2026-05-18
1619,1830,86,2026-03-22
1620,386,47,2026-03-11
1621,1927,76,2026-04-22
1622,1234,38,2026-06-15
1623,475,141,2026-04-16
1624,418,87,2026-05-08
1625,347,58,2026-07-09
1626,1553,50,2026-06-24
1627,640,30,2026-08-02
1628,939,101,2026-07-18
1629,955,25,2026-07-25
1630,876,112,2026-04-14
1631,763,126,2026-07-26
1632,1203,123,2026-03-09
1633,1206,47,2026-07-03
1634,664,118,2026-04-03
1635,25,39,2026-06-30
1636,1991,16,2026-03-07
1637,1204,22,2026-05-19
1638,710,54,2026-08-02
1639,1525,149,2026-04-16
1640,1880,16,2026-08-03
1641,1185,59,2026-05-19
1642,177,31,2026-04-07
1643,285,32,2026-05-12
1644,63,9,2026-05-15
1645,1003,139,2026-04-28
1646,662,10,2026-07-06
1647,666,17,2026-03-07
1648,156,68,2026-04-06
1649,1906,48,2026-05-19
1650,1493,111,2026-03-09
1651,1073,123,2026-03-03
1652,967,149,2026-07-13
1653,849,101,2026-03-15
1654,1108,102,2026-08-07
1655,1385,65,2026-04-08
1656,689,51,2026-05-27
1657,148,36,2026-08-01
1658,1654,81,2026-02-28
1659,342,127,2026-03-01
1660,476,88,2026-06-08
1661,1087,104,2026-04-25
1662,1725,15,2026-07-19
1663,1384,96,2026-07-07
1664,561,123,2026-06-16
1665,327,1,2026-07-10
1666,1793,122,2026-08-26
1667,1760,126,2026-06-19
1668,1165,57,2026-08-07
1669,990,81,2026-04-10
1670,215,73,2026-08-23
1671,435,141,2026-05-17
1672,1915,70,2026-07-26
1673,952,6,2026-03-15
1674,723,84,2026-04-06
1675,1342,52,2026-04-08
1676,32,3,2026-07-25
1677,670,81,2026-05-31
1678,285,63,2026-03-06
1679,1329,49,2026-06-29
1680,429,76,2026-06-16
1681,1501,112,2026-06-18
1682,286,109,2026-08-13
1683,1168,65,2026-03-30
1684,1448,81,2026-04-02
1685,1043,15,2026-06-12
1686,18,100,2026-04-01
1687,769,32,2026-03-31
1688,590,96,2026-08-17
1689,1395,128,2026-05-09
1690,1199,146,2026-05-16
1691,1010,113,2026-08-18
1692,194,83,2026-03-08
1693,502,43,2026-06-02
1694,988,116,2026-07-01
1695,1137,78,2026-04-26
1696,114,58,2026-05-03
1697,1246,33,2026-04-08
1698,1702,14,2026-06-28
1699,947,132,2026-06-28
1700,831,59,2026-06-02
1701,1668,83,2026-05-25
1702,1921,134,2026-03-28
1703,1288,121,2026-04-25
1704,925,83,2026-04-28
1705,55,27,2026-06-29
1706,1895,80,2026-07-16
1707,1667,134,2026-07-19
1708,800,13,2026-03-21
1709,778,64,2026-05-27
1710,1482,147,2026-05-16
1711,1902,80,2026-08-13
1712,162,123,2026-03-23
1713,1404,43,2026-04-11
1714,87,89,2026-03-22
1715,55,148,2026-05-10
1716,1500,95,2026-03-11
1717,1824,2,2026-07-19
1718,1202,120,2026-04-22
1719,1415,22,2026-04-16
1720,1373,115,2026-06-08
1721,1032,57,2026-05-04
1722,833,72,2026-08-16
1723,313,7,2026-03-09
1724,759,119,2026-07-17
1725,1859,114,2026-06-06
1726,443,16,2026-07-25
1727,1791,83,2026-04-28
1728,328,72,2026-05-27
1729,1078,124,2026-06-02
1730,761,113,2026-07-07
1731,1263,12,2026-07-22
1732,1253,126,2026-07-11
1733,579,53,2026-06-16
1734,1075,75,2026-03-18
1735,1633,133,2026-04-09
1736,1628,27,2026-04-09
1737,1007,140,2026-02-27
1738,1288,145,2026-04-21
1739,1442,134,2026-03-31
1740,1827,97,2026-04-21
1741,96,5,2026-07-26
1742,1112,57,2026-04-04
1743,1102,78,2026-03-14
1744,1312,69,2026-03-23
1745,1144,118,2026-06-25
1746,814,120,2026-05-31
1747,491,59,2026-03-08
1748,1936,33,2026-03-29
1749,452,62,2026-03-11
1750,1524,50,2026-07-07
1751,165,112,2026-07-18
1752,182,19,2026-06-20
1753,469,123,2026-05-03
1754,910,47,2026-04-13
1755,735,33,2026-07-12
1756,823,141,2026-05-12
1757,944,84,2026-05-19
1758,7,135,2026-05-03
1759,330,79,2026-06-20
1760,775,14,2026-06-26
1761,1697,147,2026-08-22
1762,151,128,2026-05-10
1763,1109,54,2026-06-18
1764,147,148,2026-03-31
1765,1648,29,2026-03-23
1766,1405,24,2026-08-23
1767,915,82,2026-06-15
1768,1572,63,2026-04-16
1769,1309,105,2026-07-22
1770,700,57,2026-07-13
1771,82,136,2026-07-08
1772,514,62,2026-07-15
1773,1921,17,2026-06-09
1774,815,66,2026-03-25
1775,709,6,2026-03-09
1776,1940,58,2026-08-10
1777,1547,69,2026-03-20
1778,746,62,2026-08-19
1779,1023,82,2026-03-05
1780,1410,71,2026-08-07
1781,707,131,2026-08-10
1782,471,10,2026-08-04
1783,1143,98,2026-07-15
1784,396,89,2026-04-06
1785,1556,35,2026-04-23
1786,261,2,2026-06-24
1787,805,124,2026-07-12
1788,934,24,2026-06-08
1789,1280,74,2026-07-14
1790,1758,22,2026-03-22
1791,905,39,2026-05-15
1792,1250,20,2026-07-31
1793,1077,41,2026-06-12
1794,940,148,2026-08-19
1795,1891,108,2026-03-18
1796,1524,147,2026-03-31
1797,1530,84,2026-07-04
1798,854,111,2026-05-31
1799,1388,66,2026-03-13
1800,1304,53,2026-07-15
1801,593,34,2026-06-08
1802,714,150,2026-06-27
1803,1182,67,2026-06-25
1804,632,134,2026-03-29
1805,59,27,2026-03-30
1806,1751,10,2026-03-18
1807,128,73,2026-08-13
1808,736,96,2026-04-11
1809,721,48,2026-05-04
1810,1906,70,2026-06-25
1811,1139,100,2026-04-12
1812,1233,59,2026-03-04
1813,526,2,2026-06-18
1814,521,65,2026-03-26
1815,552,83,2026-07-27
1816,1986,10,2026-07-12
1817,237,53,2026-08-13
1818,1305,79,2026-05-25
1819,1383,59,2026-04-01
1820,1225,150,2026-03-06
1821,1782,48,2026-04-02
1822,1302,149,2026-05-14
1823,1259,123,2026-06-02
1824,494,22,2026-05-14
1825,4,100,2026-04-15
1826,666,98,2026-08-22
1827,442,25,2026-05-09
1828,29,28,2026-04-17
1829,1133,113,2026-08-01
1830,610,45,2026-07-25
1831,1751,68,2026-08-12
1832,805,7,2026-04-03
1833,75,49,2026-07-05
1834,838,137,2026-05-08
1835,1170,83,2026-06-07
1836,128,129,2026-07-19
1837,1877,138,2026-05-02
1838,42,73,2026-06-04
1839,1380,46,2026-07-30
1840,41,106,2026-06-13
1841,934,32,2026-03-02
1842,34,6,2026-04-07
1843,1041,145,2026-03-15
1844,1701,74,2026-06-15
1845,1177,114,2026-03-30
1846,998,27,2026-03-18
1847,1402,54,2026-06-24
1848,588,85,2026-03-11
1849,1623,127,2026-04-12
1850,1653,111,2026-04-02
1851,1898,15,2026-07-21
1852,342,132,2026-07-08
1853,27,93,2026-04-10
1854,1849,123,2026-08-16
1855,1311,73,2026-05-08
1856,646,147,2026-08-14
1857,731,92,2026-06-28
1858,168,17,2026-03-28
1859,610,43,2026-05-09
1860,268,121,2026-03-18
1861,1773,41,2026-07-03
1862,821,39,2026-07-27
1863,455,113,2026-02-28
1864,906,111,2026-04-25
1865,1709,47,2026-06-06
1866,1425,63,2026-08-20
1867,922,110,2026-04-12
1868,981,69,2026-05-29
1869,1500,43,2026-06-01
1870,702,34,2026-04-16
1871,634,40,2026-04-21
1872,1582,61,2026-05-09
1873,1600,62,2026-05-06
1874,130,58,2026-05-03
1875,1020,75,2026-06-13
1876,1846,16,2026-05-26
1877,1387,82,2026-04-17
1878,1729,94,2026-08-01
1879,819,48,2026-08-12
1880,693,138,2026-05-19
1881,1316,82,2026-05-16
1882,1395,38,2026-03-01
1883,794,127,2026-03-25
1884,29,19,2026-05-30
1885,149,63,2026-05-16
1886,1803,77,2026-07-02
1887,1320,131,2026-04-16
1888,11,102,2026-05-14
1889,1536,65,2026-06-18
1890,676,120,2026-08-19
1891,1137,91,2026-04-01
1892,187,8,2026-05-27
1893,807,73,2026-05-19
1894,744,134,2026-05-31
1895,1251,107,2026-07-14
1896,1334,89,2026-04-26
1897,98,39,2026-05-14
1898,55,113,2026-02-27
1899,623,28,2026-04-30
1900,664,97,2026-02-28
1901,758,37,2026-07-08
1902,406,137,2026-03-21
1903,69,82,2026-04-17
1904,1336,56,2026-03-25
1905,1313,85,2026-08-16
1906,1786,2,2026-05-06
1907,1572,58,2026-04-16
1908,751,107,2026-08-16
1909,1172,123,2026-05-16
1910,1491,114,2026-03-23
1911,1763,107,2026-08-24
1912,1268,37,2026-03-30
1913,1515,79,2026-04-07
1914,1873,92,2026-07-27
1915,958,18,2026-05-26
1916,1531,98,2026-06-02
1917,365,63,2026-03-19
1918,482,150,2026-04-30
1919,201,139,2026-07-13
1920,154,4,2026-05-16
1921,1474,135,2026-06-05
1922,1525,61,2026-05-02
1923,73,107,2026-05-20
1924,713,54,2026-08-20
1925,296,88,2026-05-17
1926,1041,68,2026-07-13
1927,1665,129,2026-08-16
1928,1241,55,2026-08-18
1929,61,3,2026-07-20
1930,939,121,2026-08-09
1931,1640,129,2026-05-09
1932,42,102,2026-06-11
1933,25,38,2026-04-23
1934,1063,85,2026-03-01
1935,1827,133,2026-08-24
1936,131,92,2026-03-03
1937,1522,21,2026-04-03
1938,1253,109,2026-04-30
1939,108,47,2026-03-07
1940,172,84,2026-03-20
1941,1459,83,2026-04-14
1942,1502,35,2026-06-15
1943,102,69,2026-03-11
1944,866,129,2026-03-26
1945,524,140,2026-04-08
1946,275,27,2026-03-23
1947,1637,56,2026-06-26
1948,1068,23,2026-06-07
1949,1979,21,2026-06-25
1950,817,61,2026-04-22
1951,957,63,2026-04-28
1952,1041,122,2026-07-05
1953,330,52,2026-07-05
1954,1593,88,2026-05-26
1955,1847,55,2026-07-05
1956,1521,46,2026-02-28
1957,1839,32,2026-03-29
1958,12,55,2026-04-24
1959,1342,96,2026-03-08
1960,1616,133,2026-03-22
1961,216,36,2026-03-21
1962,339,110,2026-07-01
1963,1800,106,2026-07-03
1964,661,58,2026-06-01
1965,1105,39,2026-05-12
1966,1751,80,2026-06-06
1967,1509,97,2026-08-01
1968,374,113,2026-03-22
1969,976,61,2026-08-12
1970,710,137,2026-07-16
1971,1224,6,2026-05-01
1972,1561,109,2026-08-11
1973,466,35,2026-06-04
1974,1113,39,2026-04-20
1975,1292,150,2026-07-02
1976,1679,118,2026-08-16
1977,1595,5,2026-05-08
1978,1946,87,2026-03-12
1979,489,76,2026-08-20
1980,1901,57,2026-06-09
1981,1562,127,2026-07-20
1982,47,29,2026-05-09
1983,1312,87,2026-07-20
1984,778,141,2026-03-19
1985,1040,46,2026-06-07
1986,711,116,2026-08-16
1987,401,112,2026-05-09
1988,1943,45,2026-08-26
1989,1818,145,2026-07-09
1990,981,104,2026-07-21
1991,1110,85,2026-05-11
1992,250,134,2026-05-12
1993,391,108,2026-08-04
1994,1806,18,2026-04-15
